临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
,沪A67026D,0,川沙客运站,07:24,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:01,97分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:12,SHMAAS,,,,,07:24,计划发车,A,终点ETA确认/一致估算,是,4,3,83.3,14/14
,沪A32298D,1,金杨路金口路,07:35,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:08,93分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:01,14:12,SHMAAS,,,,,07:35,计划发车,A,终点ETA确认/一致估算,是,5,4,79.5,8/14
,沪A35717D,0,川沙客运站,07:36,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:10,94分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:11,14:12,SHMAAS,,,,,07:36,计划发车,A,终点ETA确认/一致估算,是,4,4,81.0,11/14
,沪A08953A,0,川沙客运站,07:48,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:23,95分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:21,14:12,SHMAAS,,,,,07:48,计划发车,A,终点ETA确认/一致估算,是,4,3,78.3,6/14
,沪A68397D,1,金杨路金口路,07:55,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:27,92分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,12:52,SHMAAS,,,,,07:55,计划发车,A,终点ETA确认/一致估算,是,4,4,78.8,7/14
,沪A55712D,0,川沙客运站,08:00,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:35,95分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:12,SHMAAS,,,,,08:00,计划发车,A,终点ETA确认/一致估算,是,5,4,76.5,4/14
,沪A31073D,1,金杨路金口路,08:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:42,87分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,13:12,SHMAAS,,,,,08:15,计划发车,A,终点ETA确认/一致估算,是,4,4,80.2,10/14
,沪A67983D,0,川沙客运站,08:15,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:36,81分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,14:12,SHMAAS,,,,,08:15,计划发车,A,终点ETA确认/一致估算,是,5,3,78.0,5/14
,沪A12050A,0,川沙客运站,08:31,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:46,75分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:51,14:12,SHMAAS,,,,,08:31,计划发车,A,终点ETA确认/一致估算,是,4,3,72.3,1/14
,沪A68870D,1,金杨路金口路,08:35,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:55,80分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:12,13:31,SHMAAS,,,,,08:35,计划发车,A,终点ETA确认/一致估算,是,4,4,76.0,3/14
,沪A13735A,0,川沙客运站,08:50,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:06,76分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:12,SHMAAS,,,,,08:50,计划发车,A,终点ETA确认/一致估算,是,4,3,80.0,9/14
,沪A02126A,1,金杨路金口路,08:55,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:10,75分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:21,14:12,SHMAAS,,,,,08:55,计划发车,A,终点ETA确认/一致估算,是,3,2,82.0,13/14
,沪A66513D,1,金杨路金口路,09:10,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:22,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,13:51,SHMAAS,,,,,09:10,计划发车,A,终点ETA确认/一致估算,是,4,4,75.0,2/14
,沪A67353D,0,川沙客运站,09:10,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:25,75分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:12,SHMAAS,,,,,09:10,计划发车,A,终点ETA确认/一致估算,是,4,3,81.3,12/14
,沪A67026D,1,金杨路金口路,09:22,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:40,78分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:12,SHMAAS,,,,,09:22,计划发车,A,终点ETA确认/一致估算,是,4,3,83.3,14/14
,沪A32298D,0,川沙客运站,09:30,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:44,74分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:12,SHMAAS,,,,,09:30,计划发车,A,终点ETA确认/一致估算,是,5,4,79.5,8/14
,沪A35717D,1,金杨路金口路,09:35,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:53,78分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,07:11,14:12,SHMAAS,,,,,09:35,计划发车,A,终点ETA确认/一致估算,是,4,4,81.0,11/14
,沪A08953A,1,金杨路金口路,09:50,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:03,73分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,07:21,14:12,SHMAAS,,,,,09:50,计划发车,A,终点ETA确认/一致估算,是,4,3,78.3,6/14
,沪A68397D,0,川沙客运站,09:50,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:00,70分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,12:52,SHMAAS,,,,,09:50,计划发车,A,终点ETA确认/一致估算,是,4,4,78.8,7/14
,沪A55712D,1,金杨路金口路,10:05,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:13,68分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,14:12,SHMAAS,,,,,10:05,计划发车,A,终点ETA确认/一致估算,是,5,4,76.5,4/14
,沪A31073D,0,川沙客运站,10:15,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:28,73分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,13:12,SHMAAS,,,,,10:15,计划发车,A,终点ETA确认/一致估算,是,4,4,80.2,10/14
,沪A67983D,1,金杨路金口路,10:20,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:35,75分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,14:12,SHMAAS,,,,,10:20,计划发车,A,终点ETA确认/一致估算,是,5,3,78.0,5/14
,沪A12050A,1,金杨路金口路,10:35,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:43,68分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,07:51,14:12,SHMAAS,,,,,10:35,计划发车,A,终点ETA确认/一致估算,是,4,3,72.3,1/14
,沪A68870D,0,川沙客运站,10:40,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:48,68分钟,,,SHMAAS多次终点ETA一致估算，约±5分钟,5,06:12,13:31,SHMAAS,,,,,10:40,计划发车,A,终点ETA确认/一致估算,是,4,4,76.0,3/14
,沪A13735A,1,金杨路金口路,10:50,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:03,73分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,14:12,SHMAAS,,,,,10:50,计划发车,A,终点ETA确认/一致估算,是,4,3,80.0,9/14
,沪A66513D,0,川沙客运站,11:05,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:15,70分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:41,13:51,SHMAAS,,,,,11:05,计划发车,A,终点ETA确认/一致估算,是,4,4,75.0,2/14
,沪A67353D,1,金杨路金口路,11:05,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:19,74分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:12,SHMAAS,,,,,11:05,计划发车,A,终点ETA确认/一致估算,是,4,3,81.3,12/14
,沪A32298D,1,金杨路金口路,11:20,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:32,72分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,14:12,SHMAAS,,,,,11:20,计划发车,A,终点ETA确认/一致估算,是,5,4,79.5,8/14
,沪A35717D,0,川沙客运站,11:30,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:45,75分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:11,14:12,SHMAAS,,,,,11:30,计划发车,A,终点ETA确认/一致估算,是,4,4,81.0,11/14
,沪A68397D,1,金杨路金口路,11:40,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:57,77分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,12:52,SHMAAS,,,,,11:40,计划发车,A,终点ETA确认/一致估算,是,4,4,78.8,7/14
,沪A08953A,0,川沙客运站,11:55,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:02,67分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,07:21,14:12,SHMAAS,,,,,11:55,计划发车,A,终点ETA确认/一致估算,是,4,3,78.3,6/14
,沪A31073D,1,金杨路金口路,12:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:14,74分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,13:12,SHMAAS,,,,,12:00,计划发车,A,终点ETA确认/一致估算,是,4,4,80.2,10/14
,沪A12050A,0,川沙客运站,12:20,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:34,74分钟,,,SHMAAS多次终点ETA一致估算，约±5分钟,5,07:51,14:12,SHMAAS,,,,,12:20,计划发车,A,终点ETA确认/一致估算,是,4,3,72.3,1/14
,沪A68870D,1,金杨路金口路,12:20,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:32,72分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:12,13:31,SHMAAS,,,,,12:20,计划发车,A,终点ETA确认/一致估算,是,4,4,76.0,3/14
,沪A66513D,1,金杨路金口路,12:40,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:53,73分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:41,13:51,SHMAAS,,,,,12:40,计划发车,A,终点ETA确认/一致估算,是,4,4,75.0,2/14
,沪A67026D,0,川沙客运站,12:45,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:00,75分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:12,SHMAAS,,,,,12:45,计划发车,A,终点ETA确认/一致估算,是,4,3,83.3,14/14
,沪A35717D,1,金杨路金口路,13:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:17,77分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:11,14:12,SHMAAS,,,,,13:00,计划发车,A,终点ETA确认/一致估算,是,4,4,81.0,11/14
,沪A55712D,0,川沙客运站,13:10,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:20,70分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:01,14:12,SHMAAS,,,,,13:10,计划发车,A,终点ETA确认/一致估算,是,5,4,76.5,4/14
,沪A08953A,1,金杨路金口路,13:25,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:21,14:12,SHMAAS,,,,,13:25,计划发车,D,待确认,否,4,3,78.3,6/14
,沪A67983D,0,川沙客运站,13:35,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,14:12,SHMAAS,,,,,13:35,计划发车,D,待确认,否,5,3,78.0,5/14
,沪A12050A,1,金杨路金口路,13:50,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:51,14:12,SHMAAS,,,,,13:50,计划发车,D,待确认,否,4,3,72.3,1/14
,沪A13735A,0,川沙客运站,14:00,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,14:12,SHMAAS,,,,,14:00,计划发车,D,待确认,否,4,3,80.0,9/14
,沪A67026D,1,金杨路金口路,14:15,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,14:12,SHMAAS,,,,,14:15,计划发车,D,待确认,否,4,3,83.3,14/14
,沪A67353D,0,川沙客运站,14:20,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,14:12,SHMAAS,,,,,14:20,计划发车,D,待确认,否,4,3,81.3,12/14
,沪A32298D,0,川沙客运站,14:40,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,14:12,SHMAAS,,,,,14:40,计划发车,D,待确认,否,5,4,79.5,8/14
,沪A55712D,1,金杨路金口路,14:40,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,14:12,SHMAAS,,,,,14:40,计划发车,D,待确认,否,5,4,76.5,4/14
,沪A02126A,0,川沙客运站,15:00,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:21,14:12,SHMAAS,,,,,15:00,计划发车,D,待确认,否,3,2,82.0,13/14
,沪A67983D,1,金杨路金口路,15:00,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,14:12,SHMAAS,,,,,15:00,计划发车,D,待确认,否,5,3,78.0,5/14
